Experiment,Model,N_chains,retention: actual,retention: baseline,retention: dif,purity: actual,purity: baseline,purity: dif,purity_90: actual,purity_90: baseline,purity_90: dif,consistency: actual,consistency: baseline,consistency: dif,runtime,Accuracy_train,Precision_train,Recall_train,F1_train,Precision_weighted_train,Recall_weighted_train,F1_weighted_train,TPR_norm_train,FPR_norm_train,Support_train,Accuracy_test,Precision_test,Recall_test,F1_test,Precision_weighted_test,Recall_weighted_test,F1_weighted_test,TPR_norm_test,FPR_norm_test,Support_test,drop_nonbinders,single_epitopes,spike_in,annotate,min_clustsize,n_logos,pGen,cpus,Comment
20220329_132422_vdjdb,clustcr_beta,21970,0.13285826438794612,0.13285826438794612,0.0,0.6080135167752836,0.3514361573738837,0.2565773594013999,0.08733624454148471,0.008733624454148471,0.07860262008733623,0.23244026068066617,0.10982379917933864,0.12261646150132753,4.644103288650513,0.8364779874213836,0.9468085106382979,0.45345679049431864,0.5615830484205605,0.874303546595459,0.8364779874213836,0.854485936506394,0.45345679049431864,0.9954627949183303,636.0,0.7712264150943396,0.29904083676901816,0.39621980543935814,0.32391961339329756,0.7832998432563547,0.7712264150943396,0.7759777201084179,0.39621980543935814,0.7737278762714452,636.0,,,,,3,,False,1,
20220329_134312_vdjdb,clustcr_beta,21970,0.13285826438794612,0.13285826438794612,0.0,0.6055998069032102,0.35891865797731115,0.2466811489258991,0.13973799126637554,0.013100436681222707,0.12663755458515283,0.2350953415399469,0.10909968621771662,0.12599565532223028,6.589728832244873,0.8349056603773586,0.9166666666666666,0.4503166995899554,0.5472791712792894,0.8703491063470532,0.8349056603773586,0.8518393947280285,0.4503166995899554,0.9918478260869565,636.0,0.7558962264150944,0.27530375526462375,0.3676354945647984,0.2947155414375966,0.7706136037525914,0.7558962264150944,0.7619980752158917,0.3676354945647984,0.7631715534508681,636.0,,,,,3,,False,1,
20220329_141554_vdjdb,clustcr_beta,21970,0.13285826438794612,0.13285826438794612,0.0,0.6012551291334781,0.3454018826937002,0.2558532464397779,0.09170305676855896,0.008733624454148471,0.08296943231441048,0.23678493845039827,0.10668597634564325,0.13009896210475502,7.642102956771851,0.8364779874213837,0.9468085106382979,0.4559368400188344,0.561971519619615,0.8756064817754003,0.8364779874213837,0.8551327735274427,0.4559368400188344,0.9955035971223022,636.0,0.7590408805031447,0.2778538549756233,0.35867998875066215,0.29454517062959495,0.7765361925749223,0.7590408805031447,0.7659852478175576,0.35867998875066215,0.7654220274176349,636.0,,,,,3,1,False,1,
20220329_142147_vdjdb,clustcr_beta,21970,0.13285826438794612,0.13285826438794612,0.0,0.6104272266473569,0.34516051170649287,0.26526671494086407,0.10043668122270742,0.0,0.10043668122270742,0.23919864832247165,0.11078928312816799,0.12840936519430365,7.854655981063843,0.8352987421383649,0.9326923076923077,0.4545457097933513,0.552932569662697,0.873488672576433,0.8352987421383649,0.853502130066316,0.4545457097933513,0.9937050359712231,636.0,0.7665094339622642,0.28147776423638493,0.38605106495186253,nan,0.7820037138882497,0.7665094339622642,0.7724010749276837,0.38605106495186253,0.7714710699873555,636.0,,,,,3,1,False,1,
20220329_142247_vdjdb,clustcr_beta,21970,0.13285826438794612,0.13285826438794612,0.0,0.6135650494810524,0.353125754284335,0.2604392951967174,0.08733624454148471,0.034934497816593885,0.05240174672489083,0.2447501810282404,0.11127202510258268,0.1334781559256577,6.846226930618286,0.8364779874213837,0.9277777777777778,0.4502067678007243,0.5553413083900793,0.8726749984459713,0.8364779874213837,0.8537565503789564,0.4502067678007243,0.994165170556553,636.0,0.7672955974842768,0.3206749255096868,0.3947101098965214,0.340985710236877,0.7754748405918294,0.7672955974842768,0.7703679340533677,0.3947101098965214,0.7707456941391809,636.0,,,,,3,1,False,1,
20220329_142448_vdjdb,clustcr_beta,21970,0.13285826438794612,0.13285826438794612,0.0,0.6072894038136616,0.34950518947622494,0.25778421433743665,0.11790393013100436,0.021834061135371178,0.09606986899563319,0.23557808351436157,0.10813420226888729,0.1274438812454743,10.00357723236084,0.8305817610062893,0.9277777777777778,0.43848317840695894,0.5429417128842744,0.8695887915390905,0.8305817610062893,0.8490800309611202,0.43848317840695894,0.9941335740072202,636.0,0.7637578616352201,0.2884540700330174,0.38547230833036455,0.3125906319222312,0.7850114226558229,0.7637578616352201,0.7720118748806203,0.38547230833036455,0.7696266881163292,636.0,,,,,3,1,False,1,
20220329_143041_vdjdb,clustcr_beta,21970,0.13285826438794612,0.13285826438794612,0.0,0.6017378711078928,0.34516051170649287,0.2565773594013999,0.11353711790393013,0.004366812227074236,0.1091703056768559,0.23171614771904417,0.10499637943519188,0.12671976828385229,8.378923177719116,0.8372641509433962,0.953125,0.45501145737657805,0.555588736931539,0.8759625457921167,0.8372641509433962,0.8557293281239231,0.45501145737657805,0.9959386281588447,636.0,0.7696540880503144,0.2921875,0.3936063936063936,nan,0.7849605126127617,0.7696540880503144,0.7751166370741226,0.3936063936063936,0.7749694378650847,636.0,,,,,3,1,False,1,
20220329_143305_vdjdb,clustcr_beta,21970,0.13285826438794612,0.13285826438794612,0.0,0.6055998069032102,0.3463673666425296,0.25923244026068065,0.10043668122270742,0.013100436681222707,0.08733624454148471,0.24016413227130098,0.10741008930726527,0.1327540429640357,7.661339998245239,0.8356918238993711,0.9278846153846154,0.44808418679736917,0.5456072820905891,0.8719313361708665,0.8356918238993711,0.8529714565767661,0.44808418679736917,0.9932065217391304,636.0,0.7700471698113207,0.2932363706877078,0.3825691953792592,0.31364330884605846,0.7816705913723638,0.7700471698113207,0.7745373369045733,0.3825691953792592,0.7727755569516651,636.0,,,,,3,1,False,1,
20220329_150108_vdjdb,clustcr_beta,21970,0.13285826438794612,0.13285826438794612,0.0,0.5966690803765388,0.3470914796041516,0.24957760077238716,0.11790393013100436,0.008733624454148471,0.1091703056768559,0.2300265508085928,0.10861694424330195,0.12140960656529085,7.070024013519287,0.8376572327044025,0.921875,0.44511573789140324,0.5406726400168851,0.8727412389015856,0.8376572327044025,0.854420892994518,0.44511573789140324,0.9932795698924731,636.0,0.762185534591195,0.29137068739341465,0.36788034188034185,0.30544014414476084,0.7769167040618967,0.762185534591195,0.7677669778412635,0.36788034188034185,0.7682555127866395,636.0,,,,,3,1,False,1,
20220329_150213_vdjdb,clustcr_beta,21970,0.13285826438794612,0.13285826438794612,0.0,0.6048756939415882,0.350953415399469,0.25392227854211924,0.1091703056768559,0.004366812227074236,0.10480349344978167,0.22713009896210476,0.10668597634564325,0.12044412261646151,7.216982841491699,0.8423742138364779,0.9222222222222223,0.4484020095993683,0.5479461302966886,0.8747847300717381,0.8423742138364779,0.8578941951981627,0.4484020095993683,0.9937275985663082,636.0,0.7468553459119497,0.2950066704783686,0.35580717858657807,0.2938084033881542,0.7638128400318587,0.7468553459119497,0.7530728531076927,0.35580717858657807,0.7625244951765482,636.0,,,,,3,1,False,1,
20220329_151638_vdjdb,clustcr_beta,21970,0.13285826438794612,0.13285826438794612,0.0,0.6034274680183442,0.3548153511947864,0.24861211682355783,0.12663755458515283,0.013100436681222707,0.11353711790393012,0.2285783248853488,0.10909968621771662,0.11947863866763217,6.922952890396118,0.8384433962264151,0.9299999999999999,0.4609183250209208,0.5647983315402332,0.8744763268285911,0.8384433962264151,0.8556718192827422,0.4609183250209208,0.9937050359712231,636.0,0.7543238993710693,0.2664299663371048,0.36444169445452296,0.2962933667187033,0.7667966882694074,0.7543238993710693,0.7593222456739048,0.36444169445452296,0.7622441631291692,636.0,,,,,3,1,False,1,
20220329_151839_vdjdb,clustcr_beta,21970,0.13285826438794612,0.13285826438794612,0.0,0.6097031136857349,0.3497465604634323,0.25995655322230266,0.08296943231441048,0.008733624454148471,0.07423580786026202,0.23485397055273957,0.11006517016654598,0.1247888003861936,8.242293119430542,0.8376572327044025,0.9545454545454546,0.447891721921331,0.5529341750183376,0.8753310261177044,0.8376572327044025,0.8556627215642387,0.447891721921331,0.9963833634719711,636.0,0.7743710691823898,0.31399845010956123,0.40628964583058014,0.3357214919767307,0.7930554926467621,0.7743710691823898,0.7816645785615244,0.40628964583058014,0.7745584144077926,636.0,,,,,3,1,False,1,
20220329_152028_vdjdb,clustcr_beta,21970,0.13285826438794612,0.13285826438794612,0.0,0.6027033550567222,0.3454018826937002,0.25730147236302203,0.1091703056768559,0.017467248908296942,0.09170305676855896,0.23847453536084962,0.10716871832005793,0.1313058170407917,6.751526117324829,0.8345125786163522,0.9361702127659575,0.4360570039307412,0.5350791310536096,0.8716883332612029,0.8345125786163522,0.8521908237201844,0.4360570039307412,0.9945454545454545,636.0,0.7672955974842768,0.2723568765080061,0.3737873907474382,nan,0.7817081836833462,0.7672955974842768,0.7723839363213147,0.3737873907474382,0.7735805044816014,636.0,,,,,3,1,False,1,
20220329_184520_vdjdb,clustcr_beta,21970,0.13285826438794612,0.13285826438794612,0.0,0.6075307748008689,0.35119478638667634,0.2563359884141926,0.10480349344978165,0.017467248908296942,0.08733624454148471,0.23823316437364228,0.11103065411537533,0.12720251025826695,2.5404326915740967,0.83687106918239,0.9215686274509804,0.4486174201086482,0.5446247222563012,0.872536392351105,0.83687106918239,0.8537923316550299,0.4486174201086482,0.9927927927927928,636.0,0.7558962264150944,0.27985020094994517,0.36110954263128175,0.2927797529092418,0.7717711525818214,0.7558962264150944,0.7619562493530481,0.36110954263128175,0.7644268350588941,636.0,,,,,3,,False,1,
20220329_184648_vdjdb,gliph2_beta,21970,0.09535599975843952,0.09535599975843952,0.0,0.6886986844190839,0.4840703756538279,0.204628308765256,0.13277310924369748,0.052100840336134456,0.08067226890756302,0.09811380567443335,0.06783959423046441,0.03027421144396894,33.28471612930298,0.8008403361344537,0.998015873015873,0.47590455774387197,0.5722129795866397,0.8653910366650119,0.8008403361344537,0.8309831661635086,0.47590455774387197,0.9994186046511628,595.0,0.7941176470588236,0.43168041494813153,0.47581224727397975,nan,0.8032708168331867,0.7941176470588236,0.7973433006893335,0.47581224727397975,0.8203463277672807,595.0,,,,,3,,False,1,
20220329_184943_vdjdb,clustcr_beta,21970,0.13285826438794612,0.13285826438794612,0.0,0.6075307748008689,0.3490224475018103,0.25850832729905865,0.13973799126637554,0.021834061135371178,0.11790393013100436,0.22881969587255613,0.10789283128167994,0.12092686459087619,2.5342259407043457,0.8337264150943396,0.9151785714285714,0.4517510368903831,0.5473553747994553,0.870804785510561,0.8337264150943396,0.8513602643089392,0.4517510368903831,0.9914259927797834,636.0,0.7496069182389937,0.24099905253184545,0.3499559762271627,nan,0.7632203540294467,0.7496069182389937,0.7547676693853399,0.3499559762271627,0.7614573341658178,636.0,,,,,3,,False,1,
20220329_185039_10X_dexnorm.csv,clustcr_beta,48796,0.18898718730933495,0.18898718730933495,0.0,0.3011273734177215,0.29667721518987344,0.004450158227848056,0.009693053311793215,0.014539579967689823,-0.004846526655896608,0.04311708860759494,0.0390625,0.0040545886075949375,11.655038118362427,0.7749279538904899,0.9883093525179856,0.4863172672625562,0.6321848371596867,0.8459729727173394,0.7749279538904899,0.8076812738524797,0.4863172672625562,0.9864206128133705,1735.0,0.6835734870317003,0.1637609693695825,0.23756070616094788,0.19110035440159964,0.7264589483952965,0.6835734870317003,0.70300269859386,0.23756070616094788,0.7494794009835785,1735.0,,,,,3,,False,1,
20220329_192656_10X_dexnorm.csv,clustcr_beta,70851,0.2086577390221115,0.2086577390221115,0.0,0.27428010848866063,0.2080904841595014,0.06618962432915923,0.010739856801909307,0.003579952267303103,0.007159904534606205,0.07144093715736627,0.04079866120376248,0.03064227595360379,16.876460075378418,0.7745918794474675,0.9820165094339622,0.4975855798933496,0.6469520851445685,0.8438635777729563,0.7745918794474675,0.8068011985556969,0.4975855798933496,0.9876717865804365,2389.0,0.6774801172038509,0.17583399412528283,0.24129763526074588,0.20131926186024512,0.7132403487619051,0.6774801172038509,0.6941286519340482,0.24129763526074588,0.7548264975147042,2389.0,,,,True,3,,False,1,
